Input (Poem),Label (Limerick or Non-Limerick),Reasoning
"On New Year’s Eve, my father overfills the baskets with oranges,
mangoes, grapes, grapefruits, other citrus too, but mostly oranges.

The morning of the first, he opens every window to let the new year in.
In Chinatown, red bags sag with mustard greens and mandarin oranges.

A farmer in a fallow season kneels to know the dirt. More silt than soil,
he wipes his brow and mumbles to his dog: time to give up this crop of oranges.

The woman knows she let herself say too much to someone undeserving.
She lays her penance on her sister’s doorstep: a case of expensive oranges.

At the Whitney, I take a photo of a poem in a book behind the glass.
Above it, a painting: smears of blue, Frank O’Hara, his messy oranges.

The handsome server speaks with his hands: Tonight is grilled octopus
with braised fennel and olives, topped with peppercress, cara caras, and blood oranges.

No one at the table looks up, ashamed by the prices on the chic menus.
The busser fills my water and I inhale him: his faraway scent of oranges.

Seventh grade, Southern California: we monitored the daily smog alerts.
Red: stay inside. White: play outside. I forget what warning orange is.

Clutch was serious about art and said our final projects could be
whatever . . . performative . . . like, just show up with a wheelbarrow full of oranges.

Jan, in all of those first six years, why is all you can remember this:
the mist rising in the sunny air as you watched her peeling oranges.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"My therapist has approved my drinking of three whiskeys per night,
her eyes forbearing, knowing well the ruthlessness of night.

The sun having fled as a father might flee, my cousin fathered
a narrow terror while he robbed, with a pistol, a fellow citizen one night.

The encouraging lies of a mother are greatly underpaid job-keepers;
slovenly kings have dealt much wrong money to generals and knights.

My childhood was a lengthy scene of make believe and disaccord—
my favorite things being rain and watching my mother’s cigarettes ignite.

What of fire, among its timelessness and musculature, is not
more divine when burning past the open gates of night?",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"A lot more malaise and a little more grief every day,
aware that all seasons, the stormy, the sunlit, are brief every day. 

I don’t know the name of the hundredth drowned child, just the names
of the oligarchs trampling the green, eating beef every day,

while luminous creatures flick, stymied, above and around
the plastic detritus that’s piling up over the reef every day.

A tiny white cup of black coffee in afternoon shade,
while an oud or a sax plays brings breath and relief every day. 

Another beginning, no useful conclusion in sight‚—
another first draft that I tear out and add to the sheaf every day. 

One name, three-in-one, ninety-nine, or a matrix of tales 
that are one story only, well-springs of belief every day.

But I wake before dawn to read news that arrived overnight
on a minuscule screen , and exclaim  يا لطيف every day.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"They signed The Declaration of Sentiments
with nib of rib, the right to suffrage their daring

Called ugly then witch, pretty then weak
to be at once woman and voter, their daring

Hunger, headaches, heartaches, hatred, death
all this, and more, it cost them, their daring

As men are born, with God’s grace, so are women
they urged and argued with brains and daring

With firm convictions and hopes of fallen yokes
steadfast they marched nursing dreams of future daring

Sojourner, Dolores, their daughters left behind
now work against voter suppression with daring

There is more work on the horizon, more
yeast to knead into the bread of their daring

Persist Claudia! in mind and body be
not ugly, not pretty, but ablaze with daring.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"on visits back your english sticks to everything.
your own auntie calls you ghareeb. stranger

in your family’s house, you: runaway dog turned wild.
like your little cousin who pops gum & wears bras now: a stranger.

black grass swaying in the field, glint of gold in her nose.
they say it so often, it must be your name now, stranger.

when’d the west set in your bones? you survive
each winter like you were made for snow, a stranger

to each ancestor who lights your past. your parents,
dead, never taught you their language—stranger

to everything that tries to bring you home. a silver sun
& blood-soaked leaves, everything a little strange

& a little the same—like the hump of a deer on the busy
road, headless, chest propped up as the cars fly by. strange

no one bats an eye. you should pray but you’re a bad muslim
everyone says. the Qur’an you memorized turns stranger

in your mouth, sand that quakes your throat. gag & ache
even your body wants nothing to do with you, stranger.

how many poems must you write to convince yourself
you have a family? everyone leaves & you end up the stranger.

",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Haven’t taken it to the head for a minute on another
three day bender. Slept past sunrise. And then another. 

The bed has softened over the years, the stoop steps chipped.
Shanties clog memory: was it your most recent love, or another? 

Bangladesh is continually interrogated by floods, you tell me. 
Your reflection a mist; the mist a shadow; the shadow some other. 

Cracked clay riverbeds sound like a cross between square and
sawtooth waves. Always, we want the frequency to be another.

Late last night the house made a drawing of itself: bones, skin, 
and a hat. It preferred famine over feast. Liar. It consumed another. 

Dear Sound Wave, while sobriety arpeggiates, is reshaped by blurring
filters don’t think too much of any of us. This dissonance becomes another. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"The sky is a dry pitiless white. The wide rows stretch on into death.
Like famished birds, my hands strip each stalk of its stolen crop: our name.

History is a ship forever setting sail. On either shore: mountains of men,
Oceans of bone, an engine whose teeth shred all that is not our name.

Can you imagine what will sound from us, what we’ll rend and claim
When we find ourselves alone with all we’ve ever sought: our name?

Or perhaps what we seek lives outside of speech, like a tribe of goats
On a mountain above a lake, whose hooves nick away at rock. Our name

Is blown from tree to tree, scattered by the breeze. Who am I to say what,
In that marriage, is lost? For all I know, the grass has caught our name.

Having risen from moan to growl, growl to a hound’s low bray,
The voices catch. No priest, no sinner has yet been taught our name.

Will it thunder up, the call of time? Or lie quiet as bedrock beneath
Our feet? Our name our name our name our fraught, fraught name.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"The apple was not an apple when the rains came
The grave spurned the groundskeeper’s shovel when the rains came

No sacrament    no scripture        There were no reservoirs
save an ark beneath the steeple when the rains came

First the river wouldn’t fill             Then the valley’s hills
rose like the back of a camel when the rains came

The piano pursed its mouth of strings      The tenor kissed
his weathered hymnal when the rains came

There was no weathered landscape           there were neither
the hanging gardens nor Babel when the rains came

Lying on his back            the shepherd fanned his arms and legs
No one told him he couldn’t impress an angel when the rains came

our glosses / wanting in this world    Can you remember?
My name in Hebrew means Beloved or      blissful when the rains came",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Draped in thick silk the hue of hemorrhage and bone, you fondle
your butt stocks, muffled lust needles your cheeks. Your aim? To
make America great. Again,

your terse-lipped Lord has nudged you into the glare—numbed
and witless in His name, you preen and re-glue blessed unions,
mistake America straight, contend

your unloosed crave for the sugared heat of triggers. Besotted beneath
your crowns of unspent shells, you hard-rhyme vows and
quake, aware of that weight again,

the gawky, feral gush of fetish. Every uncocked groom and rigid
bride is greased and un-tongued, struck dumb by what’s at
stake. A miracle waits. You men

and women kaboom your hearts with skewered Spam and searing
pink Walmart wine, graze idly on ammo and blood-frosted
cake. A prayer is the bait. Amen

woos guests in their ball gowns and bird suits, hallows your blind
obsession with your incendiary intended. Though you’ve
faked America, hate upends

all this odd holy—its frayed altars, fumbled psalms, assault rifles
chic in itty veils. And we marvel at this
outbreak, bewaring that gate again,

left unlatched so this bright foolish can flow through. This ilk
of stupid blares blue enough to rouse ancestors—y’all ’bout to
make Amiri berate again,

’bout to conjure Fannie Lou and her tree-trunk wrists. While you
snot-weep, caress mute carbines, wed your unfathomable
ache, America waits. ’Cause when

the sacrament cools, and the moon is pocked with giggling, who’ll
fall naked first, whose shuddering tongue will dare the barrel?
Take that dare. Consummate. And then,

whose blood will that be?",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"My mouth won’t ever forget her skill with a skillet,
my father’s mother, cooking
with her mother’s skillet.

Looking deep into its heavy antique mirror, I see
her wedding day: white dress
and this coal-dark skillet.

Heaven was bacon’s sizzle waking my ears and nose.
Or was it one of her chickens 
slow-frying in the skillet?

Her husband once took it hunting without asking:
she said she’d bust his skull 
with that upraised skillet.

Fire-born bell whose clapper was a plain dinner fork,
juicy fauna and flora notes
rang out from her skillet.

I see early widowhood, cooked-for children gone:
darkness lends its seasoning
to every cast-iron skillet.

She hid its teardrop handle inside her strong grip
when pouring red-eye gravy
from one lip of the skillet.

What went into the oven as batter we two mixed
came out as cornbread glory,
steaming amen in a skillet.

Black as her Bible, black as her once-maiden hair,
black as a panther howling
at midnight, this skillet.

I see her funeral day, the kitchen filled with food
not made by her, no flame
kissing the empty skillet.

I say McFee into its circle, hear her savory voice 
giving back the family name 
from her (now my) skillet.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"in the divorce i separate to two piles                 books: english      love songs: arabic
my angers   my schooling    my long repeating name       english    english     arabic

i am someone’s daughter but i am american born        it shows in my short memory
my ahistoric glamour     my clumsy tongue when i forget the word for [   ] in arabic

i sleep         unbroken dark hours on airplanes home           & dream i’ve missed my
connecting flight      i dream a new & fluent mouth full of gauzy swathes of arabic

i dream my alternate selves               each with a face borrowed from photographs of
the girl who became my grandmother   brows & body rounded & cursive like arabic

but wake to the usual borderlands     i crowd shining slivers of english to my mouth
iris    crocus   inlet   heron         how dare i love a word without knowing it in arabic

& what even is translation       is immigration        without irony         safia
means pure           all my life it’s been true           even in my clouded arabic",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Tell us that line again, the thing about the dark times…
“When the dark times come, we will sing about the dark times.”

They’ll always be wrong about peace when they’re wrong about justice…
Were you wrong, were you right, insisting about the dark times?

The traditional fears, the habitual tropes of exclusion
Like ominous menhirs, close into their ring about the dark times.

Naysayers in sequins or tweeds, libertine or ascetic
Find a sensual frisson in what they’d call bling about the dark times.

Some of the young can project themselves into a Marshall Plan future
Where they laugh and link arms, reminiscing about the dark times.

From every spot-lit glitz tower with armed guards around it
Some huckster pronounces his fiats, self-sacralized king, about the dark times.

In a tent, in a queue, near barbed wire, in a shipping container,
Please remember ya akhy, we too know something about the dark times.

Sindbad’s roc, or Ganymede’s eagle, some bird of rapacious ill omen
From bleak skies descends, and wraps an enveloping wing about the dark times.

You come home from your meeting, your clinic, make coffee and look in the mirror
And ask yourself once more what you did to bring about the dark times.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Here’s your auntie, in her best gold-threaded shalwaar
kameez, made small by this land of american men.

Everyday she prays. Rolls attah & pounds the keema
at night watches the bodies of these glistening men.

Big and muscular, neck full of veins, bulging in the pen.
Her eyes kajaled & wide, glued to sweaty american men.

She smiles as guilty as a bride without blood, her love
of this new country, cold snow & naked american men.

“Stop living in a soap opera” yells her husband, fresh
from work, demanding his dinner: american. Men

take & take & yet you idolize them still, watch
your auntie as she builds her silent altar to them—

her knees fold on the rundown mattress, a prayer to WWE
Her tasbeeh & TV: the only things she puts before her husband. 

She covers bruises & never lets us eat leftovers: a good wife.
It’s something in their nature: what america does to men.

They can’t touch anyone without teeth & spit
unless one strips the other of their human skin.

Even now, you don’t get it. But whenever it’s on you watch
them snarl like mad dogs in a cage—these american men.

Now that you’re older your auntie calls to say he hit
her again, that this didn’t happen before he became american. 

You know its true & try to help, but what can you do?
You, little Fatimah, who still worships him?  ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Do you remember our earnestness our sincerity
in first grade when we learned to sing America

The Beautiful along with the Star-Spangled Banner
and say the Pledge of Allegiance to America

We put our hands over our first grade hearts
we felt proud to be citizens of America

I said One Nation Invisible until corrected
maybe I was right about America

School days school days dear old Golden Rule Days
when we learned how to behave in America

What to wear, how to smoke, how to despise our parents
who didn’t understand us or America

Only later learning the Banner and the Beautiful
live on opposite sides of the street in America

Only later discovering the Nation is divisible
by money by power by color by gender by sex America

We comprehend it now this land is two lands
one triumphant bully one still hopeful America

Imagining amber waves of grain blowing in the wind
purple mountains and no homeless in America

Sometimes I still put my hand tenderly on my heart
somehow or other still carried away by America",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Does exile begin at birth? I lived beside a wide river
For so long I stopped hearing it.

As when a glass shatters during an argument,
And we are secretly thrilled. . . . We wanted it to break.

Always something missing now in the cry of one bird,
Its wings flared against the wood.

Still, everything that is singular has a name:
Stone, song, trembling, waist, & snow. I remember how

My old psychiatrist would pinch his nose between
A thumb & forefinger, look up at me & sigh.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Batter my heart, three-personed God, for you
As yet but knock, breathe, shine, and seek to mend;
That I may rise, and stand, o'erthrow me, and bend
Your force to break, blow, burn, and make me new.
I, like an usurped town, to another due,
Labour to admit you, but Oh, to no end.
Reason, your viceroy in me, me should defend,
But is captived, and proves weak or untrue.
Yet dearly I love you, and would be loved fain,
But am betrothed unto your enemy:
Divorce me, untie or break that knot again,
Take me to you, imprison me, for I,
Except you enthrall me, never shall be free,
Nor ever chaste, except you ravish me.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"My mistress’ eyes are nothing like the sun;
Coral is far more red than her lips’ red;
If snow be white, why then her breasts are dun;
If hairs be wires, black wires grow on her head.
I have seen roses damasked, red and white,
But no such roses see I in her cheeks;
And in some perfumes is there more delight
Than in the breath that from my mistress reeks.
I love to hear her speak, yet well I know
That music hath a far more pleasing sound;
I grant I never saw a goddess go;
My mistress when she walks treads on the ground.
And yet, by heaven, I think my love as rare
As any she belied with false compare.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"More than the fuchsia funnels breaking out
of the crabapple tree, more than the neighbor’s
almost obscene display of cherry limbs shoving
their cotton candy-colored blossoms to the slate
sky of Spring rains, it’s the greening of the trees
that really gets to me. When all the shock of white
and taffy, the world’s baubles and trinkets, leave
the pavement strewn with the confetti of aftermath,
the leaves come. Patient, plodding, a green skin
growing over whatever winter did to us, a return
to the strange idea of continuous living despite
the mess of us, the hurt, the empty. Fine then,
I’ll take it, the tree seems to say, a new slick leaf
unfurling like a fist to an open palm, I’ll take it all.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I met a traveller from an antique land
Who said: “Two vast and trunkless legs of stone
Stand in the desert . . . Near them, on the sand,
Half sunk, a shattered visage lies, whose frown,
And wrinkled lip, and sneer of cold command,
Tell that its sculptor well those passions read
Which yet survive, stamped on these lifeless things,
The hand that mocked them, and the heart that fed:
And on the pedestal these words appear:
‘My name is Ozymandias, king of kings:
Look on my works, ye Mighty, and despair!’
Nothing beside remains. Round the decay
Of that colossal wreck, boundless and bare
The lone and level sands stretch far away.”",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Shall I compare thee to a summer’s day?
Thou art more lovely and more temperate.
Rough winds do shake the darling buds of May,
And summer’s lease hath all too short a date.
Sometime too hot the eye of heaven shines,
And often is his gold complexion dimmed;
And every fair from fair sometime declines,
By chance, or nature’s changing course, untrimmed;
But thy eternal summer shall not fade,
Nor lose possession of that fair thou ow’st,
Nor shall death brag thou wand’rest in his shade,
When in eternal lines to Time thou grow’st.
So long as men can breathe, or eyes can see,
So long lives this, and this gives life to thee.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"How do I love thee? Let me count the ways.
I love thee to the depth and breadth and height
My soul can reach, when feeling out of sight
For the ends of being and ideal grace.
I love thee to the level of every day’s
Most quiet need, by sun and candle-light.
I love thee freely, as men strive for right.
I love thee purely, as they turn from praise.
I love thee with the passion put to use
In my old griefs, and with my childhood’s faith.
I love thee with a love I seemed to lose
With my lost saints. I love thee with the breath,
Smiles, tears, of all my life; and, if God choose,
I shall but love thee better after death.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Say what you will, and scratch my heart to find 
The roots of last year’s roses in my breast; 
I am as surely riper in my mind 
As if the fruit stood in the stalls confessed. 
Laugh at the unshed leaf, say what you will, 
Call me in all things what I was before, 
A flutterer in the wind, a woman still; 
I tell you I am what I was and more.

My branches weigh me down, frost cleans the air. 
My sky is black with small birds bearing south; 
Say what you will, confuse me with fine care, 
Put by my word as but an April truth,— 
Autumn is no less on me that a rose 
Hugs the brown bough and sighs before it goes.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"My mother swapped prayer for sharp screams when my
sister crowned. The epidural settled
on one side until the nerves in her left
hip became stars, dying down the dark of
her thigh. At 17, I watched a girl-
child emerge covered in only-God-can-
name. Maybe, blood-light. Star-vein. Water-
sky. A boneless sea creature who knows some-
thing about the universe sitting next
to ours. I don’t want to go back nor do
I want to die this way—making daughters.
My body has a tenure of chaos
and blood. It’s clotting and ache began at
the edge of girlhood. I see no way out.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"When the spent sun throws up its rays on cloud
And goes down burning into the gulf below,
No voice in nature is heard to cry aloud
At what has happened. Birds, at least, must know
It is the change to darkness in the sky.
Murmuring something quiet in its breast,
One bird begins to close a faded eye;
Or overtaken too far from its nest,
Hurrying low above the grove, some waif
Swoops just in time to his remembered tree.
At most he thinks or twitters softly, “Safe!
Now let the night be dark for all of me.
Let the night be too dark for me to see
Into the future. Let what will be be.”",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"The seraph sings before the manifest 
God-one, and in the burning of the Seven, 
And with the full life of consummate Heaven 
Heaving beneath him like a mother’s breast 
Warm with her first-born’s slumber in that nest! 
The poet sings upon the earth grave-riven: 
Before the naughty world soon self-forgiven 
For wronging him; and in the darkness prest 
From his own soul by worldly weights. Even so, 
Sing, seraph with the glory! Heaven is high— 
Sing, poet with the sorrow! Earth is low. 
The universe’s inward voices cry 
‘Amen’ to either song of joy and wo— 
Sing seraph, —poet, —sing on equally",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"My friend, I need thee in good days or ill,
    I need the counsel of thy larger thought;
   And I would question all the year has brought—
   What spoil of books, what victories of will;
But most I long for the old wordless thrill,
   When on the shore, like children picture-taught,
   We watched each miracle the sweet day wrought,
   While the tide ebbed, and every wind was still.
Dear, let it be again as if we mused,
   We two, with never need of spoken word
   (While the sea’s fingers twined among the dulse,
And gulls dipped near), our spirits seeming fused
   In the great Life that quickens wave and bird,
   Our hearts in happy rhythm with the world-pulse.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Along the Eastern shore the low waves creep,
   Making a ceaseless music on the sand,
   A song that gulls and curlews understand,
   The lullaby that sings the day to sleep.
A thousand miles afar, the grim pines keep
   Unending watch upon a shoreless land,
   Yet through their tops, swept by some wizard hand,
   The sound of surf comes singing up the steep.
Sweet, thou canst hear the tidal litany;
   I, mid the pines land-wearied, may but dream
   Of the far shore; but though the distance seem
Between us fixed, impassable, to me
   Cometh thy soul’s voice, chanting love’s old theme,
   And mine doth answer, as the pines the sea.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Small fellowship of daily commonplace
    We hold together, dear, constrained to go
   Diverging ways. Yet day by day I know
   My life is sweeter for thy life’s sweet grace;
And if we meet but for a moment’s space,
   Thy touch, thy word, sets all the world aglow.
   Faith soars serener, haunting doubts shrink low,
   Abashed before the sunshine of thy face.
Nor press of crowd, nor waste of distance serves
   To part us. Every hush of evening brings
   Some hint of thee, true-hearted friend of mine;
And as the father planet thrills and swerves
   When towards it through the darkness Saturn swings,
   Even so my spirit feels the spell of thine.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Lust leaks from the inner rings of our bodies:
tree-trunks scarred with age. We say we’re tired,

but our lust surges above oceans, loosens clouds
and frees the sky. It unchains hurricanes

and brings saw-toothed parsnips into being.
Our love breeds stinging nettles that flank the woods.

No one guesses it hums within our skin.
When I was young, did I river next to fields,

feeling this much rapture? Did I break open
with more happiness, hiking along coastal meadows

or striding on city streets? Sometimes, I want to tell you,
I’m afraid of joy. Sometimes, I believe I’m worthy

only of grief. Even when dogwoods blossom,
I—a fool—cling to the faith I have only in my grief.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I want to know which website taught you how 
to die, which instructions you repeated 
in your head as you fastened tube to tank 
and opened up the valve. How can a person  
drown in air? For months I kept the hose clamps 
in my jewelry box, the rings, the tightened 
metal collars that fastened death to you— 
I didn’t know where else to put them, didn’t 
trust the cinch of tin. And was it really easy  
not to breathe? You should have struggled, panicked, 
torn the bag away. Now cut a hole the size  
of two thumbs in the plastic and feed the tube  
inside. A length of string or velcro will do 
to secure it around your neck. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"When the diver descends to ocean depths 
he mixes his air with helium to ease 
the effort of breathing. The only time 
I dove, suited with a tank and mask, 
I inhaled too many times for fear 
of losing air. How the fish can simply swim 
escapes me. I learned signs for distress 
along the ocean floor: a shaking hand, 
fingers to lips, hand in a fist, sharp coral,
crossed arms, shudder of anemones. 
It isn’t easy, learning how to breathe.  
If you surface in a panic, pressure 
rises in your lungs until they burst; 
if you don’t, the water swallows all your air. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"When I saw you at the wake, your lungs 
still held air, a breath or two to balance 
all the atmosphere. I watched you lying 
there on the table while gravity 
tried to pull your skin down. I still don’t know 
how long you sat on the carpet dying 
with your legs outstretched, the air in your bedroom 
pressing the plastic bag against your face.  
When will we run out of helium? When 
did you run out of the will to live?
They can’t detect the gas in autopsy 
and neither can they see despair, but 
one of them glows red in an electric field. 
It must be easy not to have to breathe. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Did you know how little there is on earth? 
Five point two parts per million and now
one breath less—how many particles 
released in death. You are too large a thing 
to mourn. I can only think of atoms, two 
electrons still circling their core.  
And when you went to the hardware store 
for the helium tank they must have asked 
about the party you were planning, even 
offered you balloons. What could you say? 
Helios is still a Titan, and you were 
a man. You used a regulator to prevent 
the puncture of your lungs—even in death 
you wanted some way to be filled. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"All we have is what there was back 
when the world began. I have learned 
that your last breath came from the prairies, 
not from the wheat fields, but below: 
subterranean well we filled and sealed and 
never saw again. You breathed it in 
and let it out—up and away into 
a stratosphere. The price of helium 
is rising. Count two breaths until 
unconsciousness, seven minutes until 
the death of the brain. I’ve read that 
helium is still abundant among stars. 
There is a phrase—interstellar 
medium—for the empty in between.  ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I’ve read that helium is inert, which means 
that it is not toxic, it does not 
act upon the heart. And ten years 
past your death, I read the news: 
they’ve arrested a man for flying 
too high in his lawn chair contraption kept 
aloft by a hundred and fifty balloons. 
The man trailed his feet in the clouds before 
he somersaulted to the ground. 
There’s a certain euphoria, they say, 
before you die. It’s the high that you get 
when the helium hits, or maybe it’s just 
the lack of air. He was handcuffed 
and unharmed, and all the balloons got away.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"I used to think it could be solved this way: 
like birds huddled above the U-Haul
along the branch rusting through 
its green roof. Skycreatures. Balloon 
on the house. My mother shrieks
in the garden. The snake 
nude against the light. Here: I give you 
my feathers—and here are all 
my clouds, the volcano’s intimacy—
but the birds aren’t ready
to be oxen again, the mountain matted
with Sisyphus’ sweat. Always the disdainful 
shelves of fruit, which is history, the engine
shivers. The dead stay dead.  ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"She was silent in her oldest age,
gray as Ozark flint, and hard.
Emptied of her geologic rage,
she lived with us. An asphalt yard

enclosed the tenement. We slept
and ate bologna on white, puffy bread.
The only things she had, she kept
in two small dresser drawers. One bed

for three of us: Grandma, Mama, me.
The fire in her was out, no smallest ember.
I said, Tell me your childhood, please.
She said, I don’t remember.

She might have given me an art
or trade, but she had neither.
Did I wait for that to offer her
my heart? I don’t remember either.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"It is a kind of love, is it not?
How the cup holds the tea,
How the chair stands sturdy and foursquare,
How the floor receives the bottoms of shoes
Or toes. How soles of feet know
Where they’re supposed to be.
I’ve been thinking about the patience
Of ordinary things, how clothes
Wait respectfully in closets
And soap dries quietly in the dish,
And towels drink the wet
From the skin of the back.
And the lovely repetition of stairs.
And what is more generous than a window?",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"When I say first time, that implies 
there will be a second, a fourth, a ninety-ninth. 
From far away our teeth must look like Tic Tacs, 
Chiclets, moons of a faraway planet. Nocturnal 
animals can smell better at night because scent 
lingers when the air is still, and so I smell the mint 
of our mouths but also the spill of peppers 
from the salsa dropped on your shirt. The greasy 
sidewalks we walked an hour earlier. Hotel soap 
freshly bubbled and wet in the dish. When I root through 
the thicket or the brush pile, my fur turns electric striped 
and tail-tumbled. I foam at the mouth. The mask 
on my face means bandit. Turns out I love the dark. 
My little paws want to grab everything and wash it. ",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"That ants still emerge from a jasmine bloom

is telling: not everything’s ours to take.

But it’s true we’re all knit by land, consumed

by storms and rolling heat, days opaque

with mosquitoes. This world will let us live

just as long as we’re meant to. And then it’s 

kiss rocks, bruv. The songbirds power dive

if you near their nests. The kills osprey commit

glint like coins in their talons, but money’s

no match for what this bright violence buys.

Heron chicks fuzzed awake in a pine tree,

three grown birds, ink-black crowns and yellow eyes

guarding. That’s all we can do. You, from the roof,

camera lens extended, offer this as proof.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Because you’re twenty-two, and in your prime,
you silently refuse to date, or “date.”
When war was cold, I had a lovely time.

I messaged you and sent a shot of grime,
then shot some more. It must have been too late.
Because you’re twenty-two, and in your prime?

Perhaps. I’m shifting like a paradigm.
And all the new assumptions formulate
as if our war were cold. A lovely time:

I’ll exercise my stock, internal rhyme—
the currency is yours to circulate.
I’m forty-nine; my interest rate is prime.

Suppose that poverty is not a crime.
Suppose you more or less accommodate,
like war. When cold, we’ll have a lovely time.

Perhaps you’ll click on me in wintertime.
Proximity is constant; so is fate.
Was I twenty-two? Before my prime
the war was cold. I had a lovely time.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"It was meant to conjure the life of a fisherman—
solitude simplicity and peace—
hence the name—Master of the Nets Garden.

Not the real life, of course, but what a nobleman
(who else would bankroll such quiet grace?)
imagines when he thinks life of a fisherman:  

the sea in miniature, harnessed, halcyon 
abundant fish (giant koi, not bass). 
It’s a stand-in wilderness, a Chinese garden—

each tree a forest, each rock a mountain—
for those obliged to keep close to the house.
There are even breaking waves: our would-be fisherman 

could watch, from covered walkways, a procession
of ripples launched across his fishpond’s surface
by pelting raindrops; his master gardener

dispensed perfection even in the rain. 
I visit in a downpour—paradise—
while, out on open sea, a master fisherman,
expanse itself his garden, plies his nets.",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
"Hard to watch somebody lose their mind
Maybe everybody    should just go get stoned
My father said it happens all the time

I knew a woman    lost her to soul to wine
But who doesn’t live with their life on loan?
Shame to watch somebody lose their mind

Don’tchu gotta wonder when people say they’re fine?
Given what we’re given, I guess they actin grown
I think I used to say that      all the time

When my parents died, I coined a little shrine
And thought about all the stuff they used to own
Felt like I was gonna lose my mind

Used to have a friend    who smiled all the time
Then he started sayin he could hear the devil moan
Hate to see a brotha lose his gotdam mind

Doesn’t matter how you pull, the hours break the line
Mirror, Mirror on the wall, how come nobody’s home?
Broke my soul for real, when my mother lost her mind

Tried to keep my head right, but sanity’s a climb
Been workin on the straight face—I guess my cover’s blown
My father tried to tell me     all the time

Had one last question, baby, but maybe never mind
After’while, even springtime starts to drone

Hard to see somebody lose their mind
My pop said, “Boy, it happens all the time”",Non-Limerick,"Not 5 Lines, Not AABBA Rhyme Scheme"
